1639536083.111,-0.182927,-0.365854,-0.243902,-0.573486,0.097900,0.790771
1639536083.119,-0.426829,-15.609756,-0.548780,-0.563721,0.104492,0.789551
1639536083.130,-1.829268,0.487805,-1.097561,-0.557129,0.097412,0.791992
1639536083.140,-3.048780,0.121951,-2.012195,-0.561279,0.104248,0.794678
1639536083.148,-4.085366,-0.365854,-2.134146,-0.531494,0.100342,0.811279
1639536083.157,-3.963415,15.548780,-2.256098,-0.559082,0.124023,0.784180
1639536083.166,-2.865854,-0.060976,-2.073171,-0.570068,0.081055,0.797119
1639536083.174,-1.707317,-0.426829,-1.646341,-0.562988,0.083496,0.788330
1639536083.183,-1.036585,-0.731707,-1.585366,-0.573730,0.090820,0.798340
1639536083.191,-0.670732,-0.975610,-1.646341,-0.592529,0.092773,0.801270
1639536083.200,-1.341463,-0.853659,-1.524390,-0.559570,0.103516,0.794922
1639536083.212,-2.256098,-0.792683,-1.829268,-0.563965,0.122314,0.789795
1639536083.223,-2.256098,-1.280488,-2.073171,-0.555908,0.097656,0.787598
1639536083.231,-2.134146,-0.975610,-2.073171,-0.551270,0.089600,0.792725
1639536083.240,-1.951220,-0.365854,-2.134146,-0.558105,0.088623,0.790527
1639536083.248,-1.585366,0.121951,-2.195122,-0.556152,0.087158,0.791504
1639536083.256,-0.609756,-0.182927,-2.134146,-0.555908,0.086182,0.800049
1639536083.264,0.182927,-0.426829,-1.646341,-0.563965,0.087646,0.802490
1639536083.272,0.731707,-0.365854,-1.341463,-0.555664,0.093262,0.790771
1639536083.280,0.914634,-0.121951,-1.158537,-0.561279,0.098145,0.786377
1639536083.288,0.548780,-0.548780,-1.341463,-0.552979,0.105469,0.794678
1639536083.296,-0.670732,-0.670732,-1.402439,-0.561279,0.109131,0.791748
1639536083.304,-1.646341,-0.731707,-1.707317,-0.552490,0.106689,0.791992
1639536083.313,-2.439024,-0.426829,-2.134146,-0.564941,0.102783,0.786377
1639536083.321,-2.439024,-0.853659,-2.317073,-0.558594,0.100098,0.794434
1639536083.329,-2.256098,-0.914634,-2.500000,-0.561768,0.106201,0.800781
1639536083.338,-2.195122,-0.731707,-2.621951,-0.559814,0.109375,0.798584
1639536083.346,-2.256098,-0.914634,-2.560976,-0.559570,0.111816,0.786621
1639536083.354,-2.500000,-1.280488,-2.195122,-0.570557,0.112793,0.788086
1639536083.362,-2.256098,-1.280488,-1.829268,-0.559814,0.116211,0.778809
1639536083.371,-2.195122,-1.524390,-1.463415,-0.565918,0.110840,0.779541
1639536083.379,-1.951220,-1.463415,-1.097561,-0.560303,0.119141,0.780518
1639536083.387,-1.768293,-1.280488,-0.792683,-0.537598,0.094482,0.752441
1639536083.395,-1.585366,-0.670732,-0.792683,-0.560303,0.126465,0.773438
1639536083.403,-1.646341,-0.365854,-0.914634,-0.552490,0.094482,0.778076
1639536083.412,-1.829268,0.060976,-0.792683,-0.555176,0.127197,0.782227
1639536083.420,-2.134146,0.182927,-0.914634,-0.555664,0.128174,0.780762
1639536083.428,-2.317073,0.365854,-0.853659,-0.553955,0.129395,0.775879
1639536083.436,-2.439024,0.548780,-0.243902,-0.557617,0.129395,0.770020
1639536083.445,-2.317073,1.097561,0.060976,-0.553223,0.135254,0.778320
1639536083.453,-2.317073,1.036585,0.670732,-0.557129,0.135742,0.779541
1639536083.463,-2.256098,1.036585,1.585366,-0.557373,0.137207,0.788330
1639536083.471,-1.951220,1.280488,1.951220,-0.565430,0.136475,0.799316
1639536083.480,-1.646341,1.280488,2.378049,-0.559326,0.138916,0.801270
1639536083.488,-1.707317,1.280488,2.987805,-0.568604,0.144043,0.801025
1639536083.496,-1.829268,1.402439,3.719512,-0.570312,0.149414,0.795654
1639536083.507,-2.195122,0.975610,3.658537,-0.579346,0.149658,0.802734
1639536083.515,-2.682927,0.609756,4.085366,-0.582031,0.151855,0.812256
1639536083.524,-3.170732,0.487805,4.268293,-0.579346,0.160156,0.843018
1639536083.532,-3.902439,15.548780,4.146341,-0.585449,0.161133,0.823242
1639536083.540,-5.060976,-0.731707,4.390244,-0.589111,0.160889,0.823730
1639536083.549,-5.914634,-1.280488,4.695122,-0.591064,0.166748,0.827148
1639536083.557,-6.890244,-1.768293,4.695122,-0.595215,0.166748,0.820312
1639536083.565,-7.012195,-2.439024,4.939024,-0.585205,0.168701,0.826660
1639536083.573,-7.621951,-2.804878,5.426829,-0.578125,0.167480,0.821289
1639536083.582,-7.560976,-2.987805,6.158537,-0.584229,0.171143,0.821533
1639536083.590,-7.256098,-3.353659,7.195122,-0.582031,0.163818,0.814209
1639536083.598,-7.256098,-4.146341,8.048780,-0.585938,0.166260,0.816650
1639536083.607,-6.280488,-4.390244,8.719512,-0.579590,0.162598,0.812744
1639536083.615,-5.731707,-4.451220,9.146341,-0.579590,0.165283,0.815430
1639536083.623,-6.158537,-4.268293,9.390244,-0.575195,0.171143,0.803223
1639536083.632,-6.951220,-4.207317,9.268293,-0.577148,0.172363,0.800049
1639536083.640,-7.560976,-4.451220,9.634146,-0.569092,0.184326,0.801025
1639536083.649,-7.682927,-4.817073,10.487805,-0.582520,0.184326,0.813965
1639536083.659,-7.378049,-5.121951,10.975610,-0.577881,0.180664,0.801270
1639536083.666,-7.500000,-5.853659,11.646341,-0.585449,0.181641,0.791992
1639536083.675,-8.170732,-6.585366,12.012195,-0.579590,0.185547,0.792480
1639536083.683,-9.024390,-6.890244,12.560976,-0.568359,0.189209,0.784912
1639536083.692,-10.487805,-6.707317,12.926829,-0.572266,0.187988,0.784668
1639536083.700,-12.195122,-6.951220,12.804878,-0.572998,0.193848,0.784668
1639536083.709,-13.292683,-6.829268,13.231707,-0.562256,0.184814,0.772217
1639536083.717,-13.597561,-6.524390,13.719512,-0.567627,0.172119,0.778320
1639536083.725,-12.987805,-6.524390,14.085366,-0.566162,0.166016,0.778076
1639536083.733,-11.890244,-6.280488,15.000000,-0.568115,0.164307,0.774902
1639536083.742,-10.609756,-6.280488,15.670732,-0.559082,0.165771,0.777832
1639536083.750,-10.426829,-6.036585,16.341463,-0.561768,0.177490,0.762939
1639536083.758,-11.219512,-5.548780,16.646341,-0.553955,0.188477,0.765137
1639536083.767,-12.682927,-4.939024,17.195122,-0.545166,0.196045,0.754395
